Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Tyler Davis,C,21,OKC,1,1,0.0,.000,.000,.000,100.0,0.0,51.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.459,-15.0,-20.4,-35.4,0.0
Dewayne Dedmon,C,29,ATL,42,1042,15.1,.590,.404,.186,6.7,25.3,15.8,8.1,1.9,3.6,14.1,16.6,1.1,1.2,2.3,.105,-1.0,1.5,0.5,0.7
Sam Dekker,SF-PF,24,TOT,33,572,15.3,.537,.201,.159,7.7,15.6,11.5,8.0,2.6,1.1,6.9,16.4,0.6,0.4,1.1,.089,-1.0,-0.3,-1.3,0.1
Sam Dekker,PF,24,CLE,9,169,14.2,.544,.271,.208,5.7,16.5,10.9,8.0,3.2,0.0,8.7,14.9,0.2,0.1,0.3,.078,-0.8,-0.6,-1.4,0.0
Sam Dekker,SF,24,WAS,24,403,15.8,.534,.177,.142,8.5,15.1,11.8,8.1,2.4,1.5,6.3,17.0,0.5,0.3,0.8,.094,-1.1,-0.1,-1.2,0.1
Matthew Dellavedova,PG,28,TOT,36,552,12.5,.588,.550,.219,1.0,9.6,5.2,30.3,0.5,0.0,20.9,18.5,0.7,-0.1,0.6,.053,-0.2,-4.8,-5.0,-0.4
Matthew Dellavedova,PG,28,MIL,12,97,7.6,.482,.579,.211,0.0,10.0,5.3,35.7,1.0,0.0,34.6,13.8,0.0,0.1,0.1,.049,-5.3,-3.0,-8.3,-0.2
Matthew Dellavedova,PG,28,CLE,24,455,13.5,.602,.547,.220,1.2,9.5,5.1,29.2,0.4,0.0,18.8,19.5,0.7,-0.2,0.5,.054,0.8,-5.2,-4.3,-0.3
Luol Deng,SF,33,MIN,13,168,16.4,.589,.421,.333,6.3,16.1,11.2,4.4,2.0,1.0,7.1,17.6,0.3,0.2,0.5,.133,0.2,-1.6,-1.3,0.0
DeMar DeRozan,SG,29,SAS,50,1762,18.8,.524,.046,.327,2.5,16.9,9.8,27.4,1.4,1.2,11.5,28.5,1.9,1.6,3.6,.097,-0.1,0.3,0.2,1.0
Marcus Derrickson,PF,22,GSW,8,45,6.4,.506,.550,.200,7.5,6.9,7.2,0.0,0.0,1.9,12.1,23.4,0.0,0.0,0.0,-0.021,-4.5,-7.2,-11.7,-0.1
Cheick Diallo,PF,22,NOP,35,361,16.0,.605,.020,.324,8.7,26.7,17.9,4.8,1.8,3.9,15.9,15.9,0.4,0.5,0.9,.115,-3.0,1.1,-1.9,0.0
Hamidou Diallo,SG,20,OKC,42,502,10.3,.499,.146,.367,7.3,11.6,9.5,4.5,1.7,1.7,10.3,16.6,0.1,0.7,0.8,.079,-4.0,-0.3,-4.3,-0.3
Gorgui Dieng,C,29,MIN,52,710,16.0,.573,.174,.277,7.4,24.5,15.8,9.2,1.8,3.3,11.3,16.7,1.1,1.0,2.0,.136,-1.4,1.6,0.2,0.4
Spencer Dinwiddie,PG,25,BRK,49,1399,17.7,.598,.440,.418,1.6,7.7,4.6,28.0,1.0,0.6,13.9,24.7,3.3,0.8,4.1,.142,3.0,-2.6,0.4,0.8
Donte DiVincenzo,SG,22,MIL,23,358,8.6,.492,.645,.103,4.0,11.7,8.1,9.6,1.6,1.4,13.9,15.3,-0.1,0.5,0.5,.061,-2.4,0.4,-1.9,0.0
Luka Doncic,SG,19,DAL,50,1604,19.6,.558,.432,.391,3.7,19.4,11.7,28.5,1.7,0.7,14.7,28.8,2.2,2.0,4.2,.126,3.0,0.8,3.9,2.4
Tyler Dorsey,SG,22,ATL,27,251,7.9,.448,.438,.292,3.7,14.7,9.1,9.4,1.3,0.3,9.1,17.8,-0.1,0.1,0.0,-0.006,-4.2,-2.6,-6.7,-0.3
Damyean Dotson,SG,24,NYK,42,1055,11.6,.543,.462,.142,2.3,12.9,7.4,7.9,1.7,0.4,7.6,15.9,0.8,0.4,1.2,.055,-0.5,-1.1,-1.7,0.1
PJ Dozier,SG,22,BOS,4,10,25.0,.583,.333,.000,21.2,21.4,21.3,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,.216,1.0,-10.7,-9.6,0.0
Goran Dragic,PG,32,MIA,14,408,13.4,.510,.372,.266,2.1,9.1,5.6,26.9,1.2,0.8,14.3,25.6,0.1,0.4,0.5,.053,-0.6,-2.0,-2.6,-0.1
Andre Drummond,C,25,DET,48,1582,20.9,.525,.047,.347,16.4,33.3,24.4,6.2,2.3,4.2,13.2,23.6,1.0,3.3,4.3,.130,-2.3,2.9,0.6,1.0
Jared Dudley,PF,33,BRK,43,944,7.1,.523,.637,.184,2.8,10.8,6.8,9.3,1.4,1.1,15.3,10.8,0.2,0.8,1.0,.052,-1.9,0.9,-1.1,0.2
Kris Dunn,PG,24,CHI,27,837,12.6,.487,.145,.151,0.9,13.9,7.4,31.8,2.3,1.5,17.0,21.0,-0.4,0.8,0.3,.019,-2.6,0.5,-2.1,0.0
Kevin Durant,PF,30,GSW,52,1847,24.7,.621,.265,.372,1.6,19.2,10.8,26.3,1.1,2.6,12.7,30.4,5.8,2.0,7.8,.203,4.1,0.3,4.4,3.0
Vince Edwards,SF,22,HOU,2,16,3.9,.375,1.000,.000,6.8,7.3,7.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,-0.025,-4.2,-6.2,-10.3,0.0
Henry Ellenson,PF,22,DET,2,25,14.9,.551,.400,.200,0.0,40.9,19.5,6.3,0.0,0.0,0.0,18.6,0.0,0.0,0.1,.148,-3.8,-2.7,-6.4,0.0
Wayne Ellington,SG,31,MIA,25,533,11.0,.547,.842,.087,1.2,8.2,4.7,8.0,2.2,0.5,6.8,16.4,0.4,0.6,1.0,.093,0.7,-1.1,-0.3,0.2
Joel Embiid,C,24,PHI,49,1642,25.7,.590,.212,.539,8.4,34.0,21.5,18.3,0.8,4.6,13.5,33.4,3.8,2.8,6.6,.194,1.5,2.0,3.5,2.3
James Ennis,SF,28,HOU,38,886,11.4,.631,.564,.287,4.4,9.6,6.9,4.0,1.8,1.4,9.5,11.9,1.4,0.5,1.9,.101,0.1,-0.7,-0.6,0.3
Drew Eubanks,PF,21,SAS,12,47,20.8,.742,.000,.571,2.4,25.5,14.0,6.4,1.0,0.0,10.2,18.2,0.2,0.0,0.2,.204,-0.1,-2.3,-2.3,0.0
Jacob Evans,SG,21,GSW,23,99,-1.3,.256,.240,.040,1.1,8.4,4.9,15.4,0.5,0.9,19.1,13.5,-0.3,0.0,-0.2,-0.115,-8.8,-2.2,-11.0,-0.2
Jawun Evans,PG,22,PHO,5,50,2.3,.200,.200,.000,2.2,20.5,11.3,23.0,2.9,0.0,28.6,12.1,-0.2,0.0,-0.1,-0.110,-9.1,0.9,-8.2,-0.1
Tyreke Evans,SG,29,IND,45,923,12.3,.490,.346,.235,3.1,11.6,7.4,17.0,2.4,1.1,14.1,26.7,-0.9,1.4,0.5,.027,-2.5,-0.4,-2.9,-0.2
Dante Exum,PG,23,UTA,39,637,12.7,.530,.252,.368,2.6,8.5,5.6,25.5,1.1,0.6,14.5,21.4,0.5,0.6,1.1,.086,-1.7,-1.4,-3.1,-0.2
Kenneth Faried,C,29,TOT,19,323,21.9,.620,.084,.437,13.4,24.7,18.9,4.8,1.2,3.1,10.7,21.1,0.8,0.4,1.2,.176,-0.8,-1.2,-2.0,0.0
Kenneth Faried,C,29,BRK,12,118,20.9,.622,.119,.381,13.6,26.4,20.0,2.8,0.8,2.7,10.9,19.7,0.3,0.2,0.4,.169,-1.6,-1.8,-3.5,0.0
Kenneth Faried,C,29,HOU,7,205,22.5,.619,.065,.468,13.2,23.8,18.3,6.0,1.4,3.3,10.6,22.0,0.6,0.2,0.8,.180,-0.3,-0.9,-1.2,0.0
Derrick Favors,C,27,UTA,53,1225,20.6,.615,.150,.394,12.9,20.5,16.7,7.3,1.5,4.6,10.5,18.4,2.9,2.2,5.1,.200,0.9,2.9,3.8,1.8
Cristiano Felicio,C,26,CHI,32,307,12.7,.606,.031,.354,8.8,20.9,14.9,7.7,0.8,0.6,15.7,12.8,0.4,0.2,0.6,.092,-3.0,-0.7,-3.7,-0.1
Raymond Felton,PG,34,OKC,15,166,10.8,.438,.395,.118,1.8,11.3,6.5,22.5,1.7,2.0,12.1,22.3,-0.1,0.2,0.1,.030,-3.9,-0.9,-4.8,-0.1
Terrance Ferguson,SG,20,OKC,43,1006,6.8,.564,.626,.109,2.1,6.0,4.0,3.9,1.1,0.9,9.1,10.7,0.6,1.0,1.6,.078,-1.7,-0.3,-2.0,0.0
Yogi Ferrell,PG,25,SAC,42,617,13.4,.546,.396,.169,1.5,10.3,5.8,17.5,1.5,0.6,7.9,16.2,0.9,0.4,1.3,.098,-0.3,-1.7,-1.9,0.0
Dorian Finney-Smith,SF,25,DAL,52,1281,11.5,.564,.486,.224,7.8,12.1,10.0,4.4,2.0,1.7,12.4,13.4,1.1,1.5,2.6,.097,-0.4,1.4,1.0,1.0
Bryn Forbes,PG,25,SAS,54,1549,11.7,.578,.515,.101,0.7,10.2,5.5,10.8,1.0,0.2,9.6,17.8,1.5,0.8,2.3,.072,1.0,-1.8,-0.8,0.5
Evan Fournier,SG,26,ORL,52,1628,11.5,.525,.439,.155,1.6,8.8,5.1,17.8,1.4,0.4,12.7,22.5,-0.1,1.3,1.1,.033,-0.7,-1.6,-2.3,-0.1
De'Aaron Fox,PG,21,SAC,51,1607,18.1,.549,.219,.395,2.0,10.3,6.0,32.6,2.5,1.4,16.1,24.9,2.0,1.5,3.5,.106,1.1,-0.2,0.9,1.2
Melvin Frazier,SG,22,ORL,3,16,-9.7,.000,.333,.000,0.0,6.9,3.4,0.0,3.1,0.0,25.0,10.9,-0.1,0.0,-0.1,-0.236,-14.1,0.4,-13.6,0.0
Tim Frazier,PG,28,NOP,41,776,11.8,.545,.411,.185,3.8,12.0,8.0,28.6,1.3,0.4,21.9,12.4,1.0,0.4,1.3,.083,-0.4,-1.4,-1.8,0.0
Channing Frye,C,35,CLE,26,268,7.8,.493,.667,.138,1.6,16.1,8.5,8.7,0.9,1.3,9.8,16.8,0.0,0.0,0.0,-0.004,-2.5,-2.9,-5.4,-0.2
Markelle Fultz,PG,20,PHI,19,427,10.5,.452,.090,.239,6.7,10.7,8.8,19.6,1.9,0.9,12.7,19.3,-0.1,0.4,0.4,.040,-2.9,-0.1,-3.1,-0.1
Danilo Gallinari,SF,30,LAC,44,1377,19.5,.622,.425,.432,3.2,16.5,10.1,12.0,1.1,0.7,8.4,22.6,4.0,1.1,5.1,.176,3.8,-1.2,2.6,1.6
Langston Galloway,SG,27,DET,49,1061,9.9,.512,.656,.151,3.2,9.0,6.0,7.4,1.0,0.4,4.0,16.0,0.9,0.8,1.7,.078,-0.4,-1.3,-1.7,0.1
Marc Gasol,C,34,MEM,52,1757,17.0,.539,.327,.301,3.4,26.4,14.6,23.0,1.7,3.5,13.6,22.5,1.0,2.9,3.9,.106,-0.4,3.3,2.9,2.2
Pau Gasol,C,38,SAS,23,306,18.2,.557,.123,.395,7.3,34.5,21.0,20.1,0.6,3.6,12.8,15.7,0.6,0.4,1.0,.162,-0.9,2.7,1.8,0.3
Rudy Gay,PF,32,SAS,44,1199,18.3,.602,.230,.187,3.9,22.2,13.2,13.9,1.6,1.8,12.1,21.7,1.9,1.4,3.3,.134,1.1,0.8,1.9,1.2
Paul George,SF,28,OKC,50,1801,24.6,.592,.439,.319,4.3,18.9,11.5,17.7,3.0,1.1,10.0,29.3,5.1,3.4,8.5,.226,5.2,1.0,6.2,3.7
Taj Gibson,PF,33,MIN,51,1301,17.0,.609,.084,.297,10.6,17.8,14.2,7.2,1.6,2.0,11.2,16.0,2.6,1.3,3.9,.143,0.7,0.9,1.5,1.2
Harry Giles,PF,20,SAC,39,496,13.7,.511,.024,.244,7.8,20.0,13.8,16.0,2.2,2.4,16.5,22.7,-0.1,0.6,0.5,.049,-3.3,1.3,-2.0,0.0
Shai Gilgeous-Alexander,PG,20,LAC,53,1385,12.2,.539,.191,.269,2.9,8.0,5.5,16.2,2.0,1.6,15.9,17.9,0.5,1.1,1.6,.055,-1.2,0.3,-0.9,0.4
Rudy Gobert,C,26,UTA,54,1701,24.4,.671,.000,.691,13.0,31.3,22.2,10.9,1.4,5.6,12.1,17.4,5.6,3.6,9.3,.262,1.9,5.3,7.2,4.0
Brandon Goodwin,PG,23,DEN,15,52,9.8,.460,.222,.611,2.1,4.2,3.2,29.5,0.0,0.0,11.6,21.3,0.1,0.0,0.1,.064,-3.5,-6.1,-9.7,-0.1
Aaron Gordon,PF,23,ORL,49,1653,15.3,.537,.334,.238,5.5,18.7,12.0,16.0,1.0,1.7,11.3,21.5,1.3,1.8,3.0,.088,0.0,0.7,0.7,1.1
Eric Gordon,SG,30,HOU,41,1339,10.8,.514,.578,.196,1.1,8.1,4.5,9.9,0.8,0.9,8.9,22.9,0.3,0.2,0.5,.019,-1.3,-3.6,-4.9,-1.0
Marcin Gortat,C,34,LAC,46,738,13.2,.565,.000,.259,10.0,26.0,18.2,12.2,0.4,2.5,19.5,14.7,0.6,0.8,1.4,.093,-2.2,1.4,-0.7,0.2
Devonte' Graham,PG,23,CHO,28,359,10.9,.493,.557,.174,0.6,8.5,4.5,23.6,2.2,0.0,12.7,17.0,0.1,0.3,0.4,.054,-1.2,-2.5,-3.7,-0.2
Treveon Graham,SG,25,BRK,16,365,3.4,.401,.595,.190,3.8,10.9,7.3,6.2,0.8,0.9,13.3,12.2,-0.4,0.2,-0.1,-0.015,-4.3,-0.1,-4.4,-0.2
Jerami Grant,PF,24,OKC,51,1641,13.9,.597,.323,.302,3.2,13.0,8.0,4.1,1.3,3.6,7.2,14.7,2.5,2.4,4.9,.142,-0.8,1.6,0.7,1.1
Jerian Grant,PG,26,ORL,44,776,9.7,.493,.485,.181,2.2,9.3,5.6,22.8,2.3,0.4,19.2,12.9,0.1,0.8,0.9,.056,-2.7,-0.2,-2.9,-0.2
Danny Green,SG,31,TOR,51,1478,11.7,.594,.671,.062,3.4,12.1,7.8,6.0,1.5,2.3,10.5,13.8,1.5,1.7,3.2,.104,1.0,1.3,2.3,1.6
Draymond Green,PF,28,GSW,37,1156,13.1,.488,.369,.203,3.8,22.4,13.5,28.6,2.5,2.8,26.4,13.1,0.6,1.8,2.4,.100,-1.3,3.7,2.4,1.3
Gerald Green,SG,33,HOU,48,1017,11.3,.565,.790,.111,2.5,12.2,7.2,4.4,0.8,1.6,8.1,18.4,0.9,0.3,1.3,.059,-0.2,-3.2,-3.4,-0.4
JaMychal Green,PF,28,MEM,40,890,15.4,.584,.310,.258,8.9,23.4,16.0,6.8,1.9,2.8,15.6,20.9,0.5,1.4,1.9,.101,-1.8,0.9,-0.9,0.2
Jeff Green,PF,32,WAS,50,1383,13.8,.603,.440,.265,3.6,14.7,9.0,9.5,0.9,1.6,11.1,17.6,1.9,0.6,2.6,.089,0.1,-1.1,-1.0,0.3
Blake Griffin,PF,29,DET,49,1791,21.3,.588,.363,.415,3.7,21.4,12.1,26.7,1.1,1.0,14.5,30.4,3.4,2.1,5.5,.146,4.3,0.8,5.1,3.2
Daniel Hamilton,SG,23,ATL,19,204,7.2,.455,.383,.100,5.1,19.7,12.3,14.7,1.4,0.4,20.3,15.6,-0.2,0.1,-0.1,-0.021,-4.8,-0.8,-5.6,-0.2
Tim Hardaway,SG,26,NYK,46,1499,14.6,.531,.464,.321,1.8,9.8,5.6,13.3,1.3,0.3,8.9,25.7,1.2,0.3,1.6,.051,1.3,-3.1,-1.8,0.1
James Harden,SG,29,HOU,49,1837,30.9,.621,.553,.493,2.8,17.9,10.1,42.0,2.8,1.8,15.8,40.2,7.6,1.9,9.6,.250,11.2,0.8,12.0,6.5
Maurice Harkless,SF,25,POR,32,693,11.1,.537,.347,.150,5.3,13.5,9.5,5.0,2.0,3.2,10.2,12.5,0.5,0.9,1.4,.095,-1.2,2.1,0.9,0.5
Montrezl Harrell,C,25,LAC,53,1384,23.6,.637,.015,.507,10.2,16.9,13.7,10.4,1.7,4.0,10.3,22.4,4.1,1.7,5.8,.203,2.7,1.7,4.4,2.2
Devin Harris,PG,35,DAL,40,603,11.9,.545,.553,.330,1.1,9.5,5.4,13.5,2.1,1.1,10.9,18.7,0.5,0.7,1.1,.089,-0.7,-0.6,-1.2,0.1
Gary Harris,SG,24,DEN,32,956,13.9,.526,.389,.225,2.5,8.6,5.6,13.1,1.6,1.3,8.0,21.9,1.0,0.8,1.8,.093,0.2,-1.4,-1.2,0.2
Joe Harris,SG,27,BRK,50,1484,13.3,.626,.512,.153,2.5,10.8,6.6,12.9,0.9,0.5,13.1,17.3,2.4,1.0,3.3,.108,1.4,-0.8,0.6,1.0
Tobias Harris,PF,26,LAC,53,1836,18.9,.607,.305,.261,2.1,21.6,12.2,12.4,1.0,1.0,9.9,23.3,3.7,1.7,5.4,.141,2.1,-0.3,1.8,1.7
Andrew Harrison,SG-PG,24,TOT,17,187,6.0,.443,.472,.340,3.4,8.5,5.9,17.2,1.1,0.9,16.5,16.9,-0.1,0.0,-0.1,-0.029,-3.6,-2.9,-6.5,-0.2
Andrew Harrison,PG,24,MEM,1,5,4.7,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,-0.011,-4.1,-6.1,-10.2,0.0
Andrew Harrison,SG,24,CLE,10,144,6.7,.467,.359,.410,3.0,8.9,5.8,16.5,1.4,1.2,17.8,17.1,-0.1,0.0,-0.1,-0.025,-3.8,-2.5,-6.3,-0.2
Andrew Harrison,SG,24,NOP,6,38,3.2,.349,.833,.167,5.7,8.1,6.9,22.3,0.0,0.0,13.4,16.2,0.0,0.0,0.0,-0.048,-2.7,-4.3,-7.0,0.0
Shaquille Harrison,PG,25,CHI,44,767,11.3,.471,.261,.333,2.1,14.2,8.1,13.6,3.2,1.8,11.2,16.5,-0.4,0.9,0.6,.035,-3.5,1.6,-2.0,0.0
Josh Hart,SG,23,LAL,53,1417,9.9,.529,.594,.180,2.2,12.8,7.7,7.3,1.8,1.9,10.9,14.2,0.3,1.8,2.1,.070,-1.4,1.3,-0.1,0.7
Isaiah Hartenstein,PF,20,HOU,25,201,9.9,.552,.150,.350,11.3,12.7,12.0,9.2,1.5,4.2,22.0,12.8,0.2,0.2,0.3,.079,-2.9,1.2,-1.7,0.0
Udonis Haslem,C,38,MIA,3,14,-4.6,.333,.333,.000,7.5,30.4,18.9,0.0,0.0,0.0,25.0,24.4,-0.1,0.0,-0.1,-0.236,-16.2,-7.5,-23.7,-0.1
Gordon Hayward,PF,28,BOS,47,1209,14.6,.535,.406,.257,3.5,15.5,9.5,18.3,1.8,1.1,12.8,19.2,1.2,1.8,2.9,.117,-0.4,0.8,0.4,0.7
John Henson,C,28,MIL,14,188,17.3,.553,.463,.149,9.4,28.5,19.6,10.1,1.7,5.0,14.4,18.7,0.1,0.4,0.6,.152,-1.6,3.2,1.6,0.2
Juan Hernangomez,PF,23,DEN,50,1166,12.8,.617,.572,.283,5.5,16.7,11.1,5.0,0.9,1.7,9.6,12.6,1.9,1.1,3.0,.125,0.4,-0.3,0.1,0.6
Willy Hernangomez,C,24,CHO,44,607,20.4,.584,.130,.455,15.8,27.6,21.7,10.3,0.9,2.1,14.0,22.8,1.3,0.7,2.0,.157,0.1,-0.6,-0.5,0.2
Mario Hezonja,SF,23,NYK,43,814,10.0,.478,.341,.224,2.1,17.5,9.5,8.2,2.4,0.6,12.6,20.7,-0.9,0.6,-0.3,-0.015,-3.9,-0.9,-4.8,-0.6
Buddy Hield,SG,26,SAC,52,1640,17.7,.608,.471,.123,4.0,12.4,8.1,11.2,0.8,0.9,9.8,24.4,3.0,0.9,3.9,.114,3.4,-2.3,1.1,1.3
Haywood Highsmith,SF,22,PHI,2,9,17.4,.750,1.000,.000,0.0,11.6,5.9,29.8,0.0,0.0,0.0,9.3,0.0,0.0,0.0,.231,3.4,-5.1,-1.7,0.0
Nene Hilario,C,36,HOU,25,333,13.1,.586,.029,.443,6.2,21.3,13.5,7.9,1.3,2.3,6.7,11.7,0.7,0.3,0.9,.133,-2.5,0.3,-2.2,0.0
George Hill,PG,32,TOT,39,898,11.6,.550,.386,.211,3.2,7.7,5.5,14.1,2.0,0.4,11.5,14.5,0.9,0.8,1.7,.093,-0.5,-0.5,-1.1,0.2
George Hill,PG,32,CLE,13,344,13.7,.604,.262,.187,3.7,5.1,4.4,16.4,1.7,0.3,14.7,17.3,0.5,0.0,0.5,.064,0.5,-2.8,-2.3,0.0
George Hill,PG,32,MIL,26,554,10.4,.510,.482,.230,2.8,9.3,6.3,12.7,2.2,0.5,8.9,12.8,0.4,0.8,1.3,.111,-1.1,0.9,-0.3,0.2
Solomon Hill,SF,27,NOP,34,706,6.7,.489,.543,.194,4.4,11.3,8.0,7.5,1.2,0.9,14.1,9.6,0.1,0.3,0.4,.030,-1.7,0.0,-1.7,0.0
Aaron Holiday,PG,22,IND,33,367,12.7,.502,.516,.189,0.9,13.1,7.1,18.4,1.7,2.7,11.3,23.0,0.0,0.6,0.6,.073,-1.6,-0.4,-2.0,0.0
Jrue Holiday,SG,28,NOP,53,1943,19.4,.557,.297,.236,3.6,10.5,7.1,31.7,2.0,1.9,14.7,25.0,3.2,1.4,4.6,.113,2.9,-0.1,2.8,2.4
Justin Holiday,SG,29,TOT,53,1728,9.6,.506,.645,.130,1.5,12.4,6.9,9.1,2.4,1.3,11.7,15.6,-0.7,1.7,1.0,.027,-1.6,0.8,-0.7,0.6
Justin Holiday,SG,29,CHI,38,1325,11.1,.531,.685,.117,1.6,12.3,6.9,9.4,2.5,1.4,10.2,15.3,0.2,1.2,1.4,.049,-0.2,1.0,0.7,0.9
Justin Holiday,SG,29,MEM,15,403,4.8,.419,.504,.177,1.4,12.6,6.9,8.0,2.1,1.0,16.5,16.5,-0.9,0.5,-0.4,-0.046,-5.8,0.5,-5.4,-0.3
John Holland,SF,30,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.037,-6.3,-1.2,-7.5,0.0
Rondae Hollis-Jefferson,SF,24,BRK,43,968,12.3,.461,.105,.392,6.4,19.7,13.1,11.7,1.6,1.8,10.1,21.2,-0.2,1.2,1.0,.048,-4.1,1.0,-3.1,-0.3
Richaun Holmes,C,25,PHO,48,792,22.3,.690,.000,.466,10.8,20.2,15.4,8.3,1.8,6.2,11.7,17.3,2.4,0.8,3.2,.196,0.9,2.2,3.1,1.0
Rodney Hood,SG,26,CLE,45,1234,13.2,.542,.335,.251,1.6,8.9,5.1,11.6,1.5,0.4,6.7,19.2,1.6,-0.1,1.5,.057,0.2,-2.8,-2.7,-0.2
Al Horford,C,32,BOS,42,1186,19.4,.601,.305,.107,7.1,18.4,12.7,19.2,1.3,4.8,13.6,18.4,2.4,2.0,4.4,.177,1.5,3.3,4.9,2.1
Danuel House,SF,25,HOU,25,620,12.6,.631,.645,.355,3.5,12.9,8.0,6.2,1.1,1.4,11.4,14.1,1.1,0.3,1.3,.102,0.1,-1.5,-1.3,0.1
Dwight Howard,C,33,WAS,9,230,17.6,.638,.000,.696,11.2,29.0,19.9,2.6,1.4,1.5,15.1,19.7,0.4,0.2,0.6,.131,-3.0,-2.2,-5.1,-0.2
Kevin Huerter,SG,20,ATL,48,1302,9.7,.529,.553,.098,3.2,9.6,6.3,14.3,1.5,1.2,15.5,15.3,0.3,0.5,0.8,.029,-1.2,-0.9,-2.1,0.0
Chandler Hutchison,SF,22,CHI,44,895,8.9,.507,.239,.182,3.8,18.7,11.2,5.5,1.2,0.6,10.0,12.3,0.0,0.6,0.6,.033,-4.1,-0.2,-4.3,-0.5
Serge Ibaka,C,29,TOR,49,1423,18.0,.577,.203,.203,7.8,20.3,14.2,7.6,0.8,3.8,11.5,23.1,1.8,2.0,3.8,.129,-0.4,0.9,0.5,0.9
Andre Iguodala,SF,35,GSW,47,1108,13.2,.583,.471,.252,3.4,13.5,8.7,16.6,1.8,2.9,13.4,10.3,1.7,1.2,3.0,.128,0.5,1.8,2.3,1.2
Ersan Ilyasova,PF,31,MIL,39,674,11.3,.527,.419,.152,7.9,17.6,13.1,7.0,1.7,1.1,11.8,15.9,0.4,1.2,1.6,.111,-1.7,0.7,-1.1,0.2
Joe Ingles,SF,31,UTA,54,1684,12.3,.555,.573,.175,1.1,12.3,6.7,23.0,2.1,0.6,17.3,17.6,0.8,2.3,3.1,.089,0.1,1.0,1.1,1.3
Brandon Ingram,SF,21,LAL,42,1401,12.7,.538,.125,.377,2.4,12.1,7.5,13.1,0.8,1.5,13.7,22.9,0.1,1.3,1.4,.048,-2.7,-0.3,-2.9,-0.3
Kyrie Irving,PG,26,BOS,44,1439,25.3,.601,.351,.196,3.9,12.1,8.0,35.8,2.6,1.2,12.2,29.4,4.5,2.2,6.7,.223,6.7,0.7,7.4,3.4
Jonathan Isaac,PF,21,ORL,47,1207,11.5,.512,.387,.261,4.9,17.9,11.2,5.9,1.5,3.8,11.8,15.6,0.0,1.7,1.7,.067,-3.2,2.0,-1.2,0.2
Wesley Iwundu,SF,24,ORL,39,654,7.7,.504,.252,.365,2.7,12.0,7.3,6.6,1.2,1.3,11.5,14.0,0.0,0.6,0.6,.041,-4.3,-0.1,-4.4,-0.4
Demetrius Jackson,PG,24,PHI,6,39,21.1,.656,.400,.267,5.6,2.7,4.1,19.7,2.4,0.0,5.6,19.1,0.2,0.0,0.2,.236,4.4,-3.4,0.9,0.0
Frank Jackson,PG,20,NOP,38,557,9.4,.541,.389,.187,1.7,8.8,5.4,7.9,0.9,0.0,10.1,17.7,0.2,0.1,0.4,.031,-1.8,-3.1,-4.9,-0.4
Jaren Jackson,PF,19,MEM,52,1339,16.8,.592,.234,.320,5.4,15.7,10.4,7.6,1.8,5.5,12.7,22.9,1.1,2.1,3.2,.114,-1.2,1.9,0.7,0.9
Josh Jackson,SG,21,PHO,54,1270,10.1,.480,.264,.268,3.6,16.8,10.1,14.7,2.0,2.4,17.4,24.1,-2.2,0.8,-1.4,-0.052,-4.8,-0.1,-4.9,-0.9
Justin Jackson,SF,23,SAC,51,1075,10.3,.549,.539,.171,2.4,11.8,7.0,8.1,1.0,1.0,6.5,13.0,1.1,0.6,1.7,.075,-0.6,-0.8,-1.4,0.2
Reggie Jackson,PG,28,DET,51,1486,14.0,.532,.456,.236,2.3,8.7,5.4,24.1,1.2,0.3,11.1,22.7,1.7,1.2,3.0,.096,1.2,-1.6,-0.4,0.6
LeBron James,PF,34,LAL,35,1219,26.0,.597,.291,.400,2.9,21.4,12.5,34.6,1.7,1.6,13.1,31.1,3.2,1.8,5.0,.197,5.7,1.9,7.6,2.9
Amile Jefferson,PF,25,ORL,1,4,17.9,.532,.000,2.000,26.4,0.0,13.5,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,.257,0.1,-8.5,-8.4,0.0
Jonas Jerebko,PF,31,GSW,48,896,13.7,.602,.545,.225,7.1,20.1,13.9,10.5,0.8,0.8,11.2,14.9,1.7,0.8,2.5,.134,1.2,-0.9,0.3,0.5
Alize Johnson,PF,22,IND,11,32,-0.4,.255,.200,.400,3.5,23.9,13.9,0.0,0.0,2.8,0.0,16.0,-0.1,0.0,-0.1,-0.097,-12.8,-4.2,-17.0,-0.1
Amir Johnson,C,31,PHI,37,354,13.6,.611,.233,.291,8.1,20.3,14.4,18.2,1.5,1.8,22.1,17.7,0.4,0.5,0.8,.113,-1.2,0.7,-0.4,0.1
James Johnson,PF,31,MIA,35,727,10.3,.504,.381,.146,2.3,13.5,7.9,16.9,1.3,1.5,14.3,18.0,0.0,0.8,0.8,.053,-2.6,0.1,-2.5,-0.1
